,num_features,f1_score,accuracy
0,468,0.8490250000000001,0.8159879336349924
1,457,0.8435492227979271,0.8159879336349924
2,457,0.8435492227979271,0.8159879336349924
3,433,0.8144596443228451,0.7933634992458521
4,423,0.843168316831683,0.8069381598793364
5,423,0.843168316831683,0.8069381598793364
6,423,0.843168316831683,0.8069381598793364
7,415,0.8339436619718308,0.8024132730015083
8,410,0.8423237597911228,0.8159879336349924
9,406,0.845596330275229,0.8205128205128205
10,403,0.8508219178082195,0.8174962292609351
11,386,0.840162703379224,0.8054298642533937
12,386,0.840162703379224,0.8054298642533937
13,384,0.8497761194029851,0.8159879336349924
14,383,0.8518703241895262,0.8190045248868778
15,376,0.8103149606299214,0.779788838612368
16,362,0.8330588235294116,0.8054298642533937
17,362,0.8398343949044587,0.808446455505279
18,362,0.8398343949044587,0.808446455505279
19,361,0.8480818414322249,0.8190045248868778
20,351,0.7785714285714285,0.7662141779788839
21,344,0.8304705882352943,0.8024132730015083
22,344,0.8304705882352943,0.8024132730015083
23,345,0.8532876712328767,0.8205128205128205
24,342,0.8592830188679246,0.8295625942684767
25,342,0.8592830188679246,0.8295625942684767
26,342,0.8592830188679246,0.8295625942684767
27,337,0.8369260700389107,0.808446455505279
28,331,0.849320754716981,0.8174962292609351
29,331,0.849320754716981,0.8174962292609351
30,327,0.846055625790139,0.8144796380090498
31,323,0.8443556701030928,0.8159879336349924
32,323,0.8443556701030928,0.8159879336349924
33,321,0.8521831869510668,0.8205128205128205
34,318,0.8426408010012514,0.808446455505279
35,312,0.8507537688442213,0.8190045248868778
36,310,0.8592830188679246,0.8295625942684767
37,309,0.8607035175879396,0.8310708898944194
38,307,0.8525531914893616,0.8205128205128205
39,305,0.851437578814628,0.8205128205128205
40,302,0.8500000000000001,0.8190045248868778
41,301,0.8494587628865977,0.8220211161387632
42,300,0.8539750000000002,0.8220211161387632
43,297,0.8564312736443886,0.8265460030165912
44,296,0.859987484355444,0.8295625942684767
45,294,0.8482663316582912,0.8159879336349924
46,291,0.8592768079800499,0.8280542986425339
47,289,0.8603370786516855,0.8295625942684767
48,287,0.851061946902655,0.8205128205128205
49,285,0.8624655819774718,0.832579185520362
50,283,0.8603370786516855,0.8295625942684767
51,283,0.8603370786516855,0.8295625942684767
52,282,0.8550312891113889,0.8235294117647058
53,282,0.8550312891113889,0.8235294117647058
54,280,0.8628089887640451,0.832579185520362
55,279,0.8628089887640451,0.832579185520362
56,279,0.8628089887640451,0.832579185520362
57,278,0.8628463476070527,0.8340874811463047
58,278,0.8628463476070527,0.8340874811463047
59,276,0.8589281210592685,0.8295625942684767
60,276,0.8642641509433964,0.8355957767722474
61,275,0.8603526448362722,0.8310708898944194
62,273,0.8610745891276865,0.832579185520362
63,273,0.8610745891276865,0.832579185520362
64,273,0.8610745891276865,0.832579185520362
65,272,0.8600000000000003,0.8310708898944194
66,272,0.8614249684741488,0.832579185520362
67,271,0.8596455696202532,0.8310708898944194
68,271,0.8639218158890292,0.8355957767722474
69,270,0.8621518987341772,0.8340874811463047
70,269,0.8578526048284623,0.8295625942684767
71,269,0.8624999999999998,0.8340874811463047
72,269,0.8624999999999998,0.8340874811463047
73,268,0.8621518987341772,0.8340874811463047
74,267,0.8607224334600763,0.832579185520362
75,266,0.8607224334600763,0.832579185520362
76,266,0.8607224334600763,0.832579185520362
77,265,0.8607224334600763,0.832579185520362
78,264,0.8607224334600763,0.832579185520362
79,263,0.8603684879288438,0.832579185520362
80,263,0.8603684879288438,0.832579185520362
81,263,0.8603684879288438,0.832579185520362
82,263,0.861802030456853,0.8340874811463047
83,263,0.8628843710292249,0.8355957767722474
84,262,0.8628843710292249,0.8355957767722474
85,262,0.8643147208121826,0.8371040723981901
86,261,0.8628843710292249,0.8355957767722474
87,260,0.8628843710292249,0.8355957767722474
88,258,0.8628843710292249,0.8355957767722474
89,258,0.8628843710292249,0.8355957767722474
90,258,0.8628843710292249,0.8355957767722474
91,258,0.8628843710292249,0.8355957767722474
92,258,0.8628843710292249,0.8355957767722474
93,258,0.8628843710292249,0.8355957767722474
94,257,0.8628843710292249,0.8355957767722474
95,257,0.8628843710292249,0.8355957767722474
96,256,0.8603684879288438,0.832579185520362
97,255,0.8603684879288438,0.832579185520362
98,255,0.8603684879288438,0.832579185520362
99,254,0.8628843710292249,0.8355957767722474
100,254,0.8628843710292249,0.8355957767722474
